address,ath_mc,ath_token_symbol,ath_token_address,last_token_date,token_deployed,avg_tokens_per_day,avg_market_cap,median_market_cap,total_creator_fees,realized_pnl_usd,total_pnl_usd,winrate,launchpads_used
bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.07375E+15,COPPERINU,61Wj56QgGyyB966T7YsMzEAKRLcMvJpDbPzjkrCZc4Bi,2026-03-22 1:25:20,8902,49,64188.7,2470.1,2109.74357,5503712.21,5503785.5,33.24,"Pump.fun, bonkers, jup_studio, letsbonk, pump_agent"
4dnWLzmdkLeuDe6hwRBpPqrDbQZ59hpoBu8JLztAescf,5431617.348,Sus,6Hi2PPiqkwYBY2vxbn1oasbTknvsWRZvNL3PjKZnpump,2026-01-13 19:53:41,7177,40,5886.2,3684.68,6.025081,889101.29,889029.55,29.77,"Moonshot, Pump.fun, bags, jup_studio, letsbonk, meteora_virtual_curve"
AxmFqz3pbhj6HDK9dC1u7LsYP3rbsTJyKkeCMSpAxrgU,8597973.963,TANAKI,5oY7mmN5yiBRF2Fq3c4fhftTEsPykHcA5X5G52tpump,2026-03-18 11:02:28,6140,34,2877,2484.11,1452.78419,150927.8,150927.8,11.56,Pump.fun
99UtKhdi1RfmMGRpi7kbWz6AQ2y4JkFmxC3swMVMDioZ,7437581.9,唢呐,C64cB3Ji5RgyeLz3YQmbYTzWRQ2w8X3jxW1B9V7MpxjC,2025-12-13 23:20:10,3790,21,4148.52,3932.07,687.85319,773097.85,772763.07,19.3,"Pump.fun, letsbonk"
moanTeQ4d1c1wtZYENytCm1yZDXwUcUYTnSNpjpB4jF,524757.0513,MASA,89XW4uFgDfhhZrxFVwDf8MTooGp6wLGUWEqovM4gW7YJ,2026-03-13 14:53:19,3435,19,3857.99,4059.28,201.124848,835836.53,835836.53,25.39,"Pump.fun, letsbonk"
Aqje5DsN4u2PHmQxGF9PKfpsDGwQRCBhWeLKHCFhSMXk,5328981.259,EVA,4gfNpwo8LQtcgGrNmgWhuwfFhttgZ8Qb6QXN4Yz8BAGS,2026-03-21 7:45:16,3339,19,3449.49,2504.17,7.070439,1351182.6,1351182.6,91.6,"Pump.fun, bags, letsbonk, pump_agent"
GpTXmkdvrTajqkzX1fBmC4BUjSboF9dHgfnqPqj8WAc4,3416367.9,ICM,HRwo5GY87abyVy5tzW3g1RtgjrnxUEtWfDL7ftpjpump,2026-03-16 9:31:17,3260,18,2791.79,2617.8,649.906023,2185689.35,2185689.35,90.13,"Pump.fun, bonkers, jup_studio"
5TaPtQ9DE1YMUfiyLv7CCNx1CEh88nWx3sPmNRz9zL75,2694734.465,SPICY,6MPXohgkQLLSiDQurtKzdsE9Ecmr5h9T4zDhJRmkpump,2025-12-05 13:37:32,2986,17,3982.78,3983.61,13.607812,1316537.88,1316537.88,41.74,Pump.fun
C4udGwTg6oqcrr8SmSLmkcXDbaFEcopsiaT21KUE4psU,37507184.65,America,9NTDE8Do6yPdGGmupijQDG2agZSRuvxc9qQJ14GWpump,2026-03-13 19:02:53,2814,16,2511.68,2493.59,2.488445,859469.31,859469.31,26.43,Pump.fun
HdKJM6Lvfp9aV9tvEMC8AD4GnsbFgMUkHLoK923Sn1ET,1038480.9,KISS,DRF1iHZMMc5wn9pmVv73ob6RWzDumxqMtdhExRJvpump,2026-03-11 22:05:09,2460,14,2434.46,2422.11,310.217902,1130736.12,1130736.12,95.26,Pump.fun
GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,76125879.95,ALICE,HWrgYyGdivwuxV2ePxbk6vwkrKYqMa7is9fYMm5kcQWY,2026-03-22 4:27:49,2413,13,2384.87,2447.52,6.874444,2369244.46,2369244.46,74.66,"Pump.fun, pump_mayhem"
8i5U2uNBEuTc4zskYP14zbebDg2RSwrrG8REhEnJb97K,4252103.931,MEMELESS,3nSMUVeDed6G67RwLvBWxiYU2qEGVJXf2TD5MiTRpump,2026-03-22 1:30:13,2388,13,2623.6,2509.4,5151.982242,973166.38,973160.94,78.69,"Pump.fun, bonkers, letsbonk, pump_agent"
G7NvZKjoVqBDWciSYtWWgUPB7DA1iJavdvH5jty2FAmM,29489721.33,AMERICA,BYGijarB1F6SiAecCbvspbiS6BxAfM2NQ1w6ao5Efj8p,2026-03-22 0:10:34,2359,13,2611.68,2521.55,1.574832,633221.53,633244.65,28.16,"Pump.fun, letsbonk, pump_agent"
9sCcAxe56AuDQfJgU7kB1LpnQEYXDcGpAtXnN49H6SB3,99098837,CSC,GFLouK9pm9Eh3KMyJ2VTKAknKWqL3cP7ioRJLe99Q5TB,2025-11-29 2:02:19,2294,13,4334.94,4652.1,4.704281,1138726.14,1138726.14,17.61,"Pump.fun, letsbonk"
6nU2L7MQVUWjtdKHVpuZA9aind73nd3rXC4YFo8KQCy4,3988258.664,VVM,HWbNnWxMokZygvhKnYbDfZfRaokXHvF3uVHvnKSdBAGS,2026-03-21 7:28:23,2285,13,2746.04,2512.67,1.809578,376588.55,372815.16,19.33,"Pump.fun, bags, bonkers, pump_agent"
37uM1rp8TK7eVURVRnjtaxGkdJyXjgA9uz83DjApcHvq,5737698.6,BIG,FT6ZnLbmaQbUmxbpe69qwRgPi9tU8QGY8S7gqt4Wbonk,2026-03-21 23:54:43,2260,13,2839.56,2503.53,1.106066,260297.6,260297.6,32.56,"Pump.fun, letsbonk, pump_agent"
B9Zbs2W9VK22AHnCWiK4PqBueDFzN17RNAFu5uFozLMJ,24245952.72,AP,39zSVsSHFqNhARbVh6n8ZF78nCmhV3gSg8D39xhBNe73,2026-03-22 4:02:03,2227,12,4268.4,3179.25,114.956488,1839355.18,1839343.73,7.18,"Pump.fun, letsbonk"
8NJ7Ujpji8uMF2675mqaTSEm2DCbfJA7fiRKtiaqkaLN,610296.793,Skyline,7fkALJZ8mZj9YSFj7MGJkt1J6B8jhHn9d84F8euTpump,2026-03-22 6:06:30,2164,12,2654.87,2506.86,196.586878,598839.34,598839.34,50.28,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
ANAUcDCU3Jfao3mtxBdttjEH7F3Ja7SyjGBKUa9Cruc5,2370522.607,Sora,48yjoFSJ8m6jgDorrYvwfxoLCPAuML9sGz975ZAJtbBY,2025-11-07 19:33:49,2111,12,4765.21,4416.9,775.779014,900672.98,900672.98,50.5,"Pump.fun, letsbonk, meteora_virtual_curve"
D8JCoSKzC2XiUWhtoT4f9BehQm1SYkqPryZxgLwynoq,323968.72,IMG,BExKEgL366oPrXVUxPyd3Ef73KfNp21fvRjjMVYen1yv,2026-03-05 23:30:45,2088,12,2697.87,2756.94,33.682051,12523.46,12523.46,6.25,Pump.fun
5zCkbcD74hFPeBHwYdwJLJAoLVgHX45AFeR7RzC8vFiD,17527025,CHARLIE,CsKfV8ePhQWiyQxNJwXhKZHcmUyNWBkHFGrkZGdJpump,2026-02-25 15:20:57,1961,11,2789.29,2426.87,3457.724022,1669694.4,1669691.65,86.74,"Pump.fun, bags, bonkers, jup_studio"
BoGxGZ5yWanwcqQPYnQyRNHL7rbrX53ry1S6jtMxADb7,3440152.755,BUTTPLUG,2ZqgkCpvXjzB4NstzBUPSrsYrrbziUv5mC9CsxSQZryG,2026-03-06 1:56:39,1880,10,2692.99,2564.88,600.995836,194180.49,194158.9,8.16,Pump.fun
7i4sDAo7n7bvTm4emGnoUwWy9QPmS6xe1hjVBHyNxz1w,82933.904,Eric,2BE8q8ydriv7NQ3cX6g7J7J8qLWNTXWEkhhZkFoXgxFF,2026-01-15 3:00:28,1823,10,4014.87,4043.93,9.659976,-263.77,-263.83,0.25,Pump.fun
CAYAFk8PJpZDtukE2NPVRzQaCZm7LnF8Tfe8dYbxa4Cs,216381.67,Derek,AVEzkc3k7qb1XC64LWAZqcVype13s1CvVkhPzN9Fpump,2026-02-12 23:50:01,1755,10,2348.26,2362.89,120.144423,508488.33,508488.33,95.34,Pump.fun
KWCbAtiCRwPGq4C6CftopH7BA9CyPSBVRM5jLMYyMaP,307579.93,PORGY,F42reUtaCxm3bNGjNQxTa3fKEJNyriHM23Ln3vBpump,2025-11-03 20:22:11,1721,10,4897.61,4754.07,62.055503,321175.89,321175.89,75.58,"Pump.fun, jup_studio"
78N177fzNJpp8pG49xDv1efYcTMSzo9tPTKEA9mAVkh2,9883163.3,8,8ZEfp4PkEMoGFgphvxKJrDySfS3T73DBfxKCdAsPpump,2026-03-21 19:42:59,1707,9,2635.34,2519.76,873.59281,554199.43,554035.9,58.41,"Pump.fun, letsbonk, pump_agent"
Ab8eACuFfA6cyT75398vHTCppw7AYsegLQbz21xLDyac,2579945.849,AGI,6ob7KUVQtXMpP1R9YcDWqoYsGKtYhUsSkMC4d7Vtpump,2025-11-14 16:59:12,1690,9,4404.96,4375.37,9.268677,121139.43,121139.43,21.8,"Pump.fun, letsbonk, pump_mayhem"
HUgpmqL6r4Z4iEZiVuNZ6J6QnAsSZpsL8giVyVtz3QhT,1918953.79,TERAFAB,EncFm8nRh1VBwcRmGugTUzoGsC1n2srWesKDkiMAYWLt,2026-03-18 8:39:06,1673,9,17988.38,2663.96,3.230956,702596.81,702596.81,96.39,"Pump.fun, meteora_virtual_curve"
7Kgagm8JHdeSRaN5Vgwi99ZCwV1xEG314btXBeabDqSJ,49305.248,-67,96hwmtbr2ARGPYRn68z4CJwo4MeBk3Cm2hpsoGAtpump,2025-11-13 0:27:16,1639,9,4437.49,4488.91,8.092084,119137.31,119137.16,87.35,"Pump.fun, pump_mayhem"
En5AaBtu96ZQTdkjA9FV17ccYUKqgVRaM3rkDW5rJGZs,2643671.529,69420,GJU3bXxNkNtYxgjkoFhAdq7VrXJAB2GW4Cpt6kLcbonk,2026-03-22 7:21:21,1633,9,3523.05,3528.24,464.311119,523470.31,523050.67,56.73,"Pump.fun, bonkers, letsbonk, pump_agent"
A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,4.55E+18,Punch,NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,2026-03-22 4:06:34,1568,9,115973.2,2603.83,1848.493017,827016.93,826925.48,46.17,"Pump.fun, pump_agent, pump_mayhem"
ysxc5z3iEH7MFmYnCWzPUsUuy9RwdvqPfQFgTkTyFTe,854057.14,Mumdumi,FdbTgFitA4NMC96RPfUTafceHoU2VSshA5G2N8VYrF4J,2025-11-17 21:55:13,1493,8,3794.62,3667.21,256.199881,174865.21,174860.14,56.8,"Pump.fun, letsbonk"
whamNNP9tHoxLg92yHvJPdYhghEoCg1qYTsh5a2oLbx,2824048,ZIGGY,FDcjznQLP6KLCgrEPF35PNpFMebmGLDhPji8TCmVdkK8,2026-03-20 3:20:57,1402,8,2511.98,2501.21,733.531473,765889.25,765767.99,79.92,"Pump.fun, pump_agent, pump_mayhem"
HJHtD3tteTczSUJSFwkQCqhYpiWRS8df2ZmwHNhYTKKb,701160.44,Carson,2fzkMukojrUz8xZwcYQ5aaKBNaeN7nmprufDrZuwpump,2025-11-04 14:15:46,1402,8,4682.53,4665.41,185.12739,95837.08,95837.08,28.53,Pump.fun
E3ByvZD36sPVQQVDEGZ4uS5pFh6FzLCQc7YZLmWM5pnN,870948.54,Forever,5bnrEWuzqKRQRw9p8EecuiALqkCpNeJ98S9TknLspump,2026-03-17 14:08:40,1386,8,2581.61,2523.76,177.994179,299487.11,299487.11,53.65,"Pump.fun, bonkers, pump_agent"
B26bDpfLXj2E5u1Rz9B9zE2tGGvj9rBHXeu998FQb8V4,227868.78,John,5KtaBeC7LegjwM2Y8PyNEpXq1r9ombJdLoEVJHzApump,2025-11-18 5:04:14,1307,7,3835.47,3878.31,61.385245,234760.87,234760.87,81.87,Pump.fun
Eq8wRBS83Vj8ZDb6jHzNcMNBfSsRZDjQa1rgCZnQrYtd,124290.83,AI67,7EzzEvDqPJeUg3VWcmp13P6FpntAHpUj9FNQyAKP7JKC,2026-02-15 19:50:04,1298,7,2400.79,2383.3,11.062655,11841.09,11841.09,14.67,Pump.fun
3QEvxoxv68zcCQV26CengvzC56qXf4PVHsFAMBhxtVfZ,265410.64,ZEC,6LRA6CnrH6NVgiBySqQnajRs2L1vySHTr7f1e9Dhp4RE,2026-01-03 23:09:16,1284,7,4038.96,4117.82,70.981252,20983.84,20983.84,23.27,"Pump.fun, letsbonk"
6yUEc3nZPs12WnDXJwSDyPBUWktnz2tYgAyU5KpK74zK,1937113.392,Koko-chan,HKtA95wgE14YoTxUw5M2eWn5Tee1GBZ8zZ7CiP6xpump,2026-03-21 21:31:00,1256,7,2821.1,2550.28,1.715256,122803.56,122803.56,20.86,"Pump.fun, bonkers, jup_studio, letsbonk, pump_agent"
6ujZxnphRxTqveaQtLAQHFoWz16xhLWZbTijcgZN4fRp,4178358.7,BadBunny,HBQB6j9RkAroc3wotE94dyFBx2SntfnVNrKLiJSBpump,2026-03-21 19:55:48,1230,7,2806.97,2528.58,949.569032,69578.48,69578.48,48.72,"Pump.fun, letsbonk, pump_agent"
EVmchgiVXBMAZBNyj5QBNW6duDWLUtsvH6Rk8yofXxDa,530660.0553,Mirumi,3BRC7ZfRXXfXNFwYkQr1dJCPNZKDRYc4n7KGwrtzpump,2026-01-25 13:06:58,1179,7,5562.03,3697.02,289.730807,82309.9,82309.9,28.86,"Pump.fun, letsbonk"
D3sovmjANgA8V27e5rnQft8kV3mocSH8gw9zwth3Ba9g,20907855.04,BANG,CEK3J5DavCqqn3bV1smLZz7LxJR5eaRN5KxCxDZBq7SG,2026-01-01 16:36:09,1140,6,4217.35,4175.59,3.496815,1470754.31,1468606.05,16.71,"Pump.fun, letsbonk"
7GhWwhaMgbKiRWxF93Bud6HnHMci6NCLTJyTxG8zFH51,9374473.557,MACROHARD,HBsbZz9hvxzi3EnCYWLLwvMPWgV4aeC74mEdvTg9bonk,2026-03-22 2:59:31,1106,6,3229.54,2549.66,2.44365,1993361.32,1993361.04,13,"Pump.fun, letsbonk, pump_agent"
5iwz1mhAHNVcqQ71dLy7w9hdB4jtFsUTmc8QkjyT6VuU,17352186.61,SPSC,4nswj3o1Lo9iWYvvRJxUD8vbCy9ay7QQoXYcncHNbonk,2026-03-20 22:01:39,1077,6,11349.18,4315.53,17.561715,536782.33,536782.33,70.47,"Pump.fun, letsbonk, pump_agent, pump_mayhem"
99xnE2zEFi8YhmKDaikc1EvH6ELTQJppnqUwMzmpLXrs,1545869.616,Shitcoin,B5Rq38xn8mLKiaZNDeeMpucw5NvRUUWGLND7yhMQpump,2026-02-01 15:15:42,1053,6,3736.19,3791.75,87.413123,676202.87,676202.87,51.37,"Pump.fun, letsbonk"
FM1YCKED2KaqB8Uat8aB1nsffR1vezr7s6FAEieXJgke,914611.61,POM,H29HzbR5BxAy7eMmP9wweDQoRA7uA1Jdj4bs1k4bpump,2026-03-21 23:39:37,1049,6,2550.25,2518.55,317.378226,111646.39,111646.39,42.58,"Pump.fun, bonkers, pump_agent"
3DQFfzHwaXTtyTgXZ8J1QHx9YKhThpveRB1ypUFUpguG,489431.86,QUANTCAT,7xGFkFTDyMqdVtzYhP7StaUN2ypaeZMxkgr6i6Wwpump,2025-11-11 17:40:37,1045,6,4611.34,4675.64,152.822621,268775,268775,85.39,"Pump.fun, letsbonk"
23QuARJvRDKYy7c9QM8NCVZJSBKy3EALUkzSvf5Gft3U,659384.87,SAFESPACE,BAsWv39pJpT2CHr6Mh57q2JSiQc5e4LDD9wcsAsepump,2026-03-21 23:19:41,1037,6,2826.27,2630.55,257.94345,283396,283396,29.87,"Pump.fun, bonkers, letsbonk, pump_agent"
4nsMcCcPoGz4qEnEfFWMdkFYJpRfuY1km4yUv384aMcS,557992.4573,SS,C2rzJPuNKUnrHL3U7NfxQiawp1MhdDLUsrdTgLE7pump,2026-03-04 19:37:57,1009,6,3801.7,3948.43,6.5353,403036.99,403035.39,30.87,"Pump.fun, letsbonk, pump_mayhem"
HTM87R4mgjDdiF6Yfn8duK9vbDmZxiPCTRbGvm7eCAJY,7447318.664,priceless,AFk1RUr18RCFjhKHQN7ufxPBiQYWjXifAw4y4n44jups,2026-03-21 14:42:50,1000,6,2880.6,2509.16,7.06315,1646380.47,1646380.47,85.08,"Pump.fun, jup_studio, letsbonk, pump_agent"
2YVUC5e1AR8p7SbK9hQxm7tKTmpmBuUNvH7gd3kbUSWp,5.98E+29,KIMCHI,HaUXAdAWWUkb2WTmh8z1TdaEmZkYjnQnmC6tHUdTAHvi,2026-02-26 13:27:20,976,5,3192.99,2455.3,1475.236977,117200.78,117200.78,39.78,"Pump.fun, bags, bonkers"
FLVvBFjqeiwALRNoH8xjPesChet5wkzXB1vBbYt9pzJ7,192789.7,Zhimin,33ZB217fQm9rV5KmJbxYpYWzk3q28Gi4c1mwqFuuUckV,2025-11-27 15:55:03,975,5,4753.96,4657.21,54.528338,15523.94,15523.94,14.19,"Pump.fun, letsbonk"
CZGthGcVe6V88ujcWvyDhz6iocVR8f1opokW8A8rNw41,1003884.9,Zectardio,HfoKY7pPqdDgvB5GvUKGKeNsmn7QRrrfVNEfGJ7Ppump,2025-12-03 20:33:15,960,5,4258.46,4390.12,241.754457,-2849.12,-3329.84,31.73,"Pump.fun, letsbonk"
AMRsSeU5JpqwQWJGNLMpZzRCZSFEwYQYbMnms3dD4311,1941874.2,NOTHING,7mtXLUoAcT9Sxrf1K5PjSmfkPbYMyMP5pmrdFFixbonk,2026-03-21 22:42:17,955,5,12983.2,2613.53,143.814631,304019.21,304018.77,89.2,"Pump.fun, letsbonk, pump_agent"
4Lm2uqHgauVS1gzzNCd1F4FeGNwzUp6dXp5uqHxmrnDX,4028148.603,GOODRUDI,FT8X8hqoEwNT8UifNL3ppPbpccf7mnuNLpJsszv7AFHW,2026-03-14 18:43:58,953,5,4227.79,4360.43,23.747752,1048200.99,1048200.99,72.43,"Pump.fun, letsbonk, meteora_virtual_curve"
HZio8jHNYHJ994x7cyr9T1o7eua6PnxSpwjm1g34eHZe,2095921.164,Mortgage,FfoqzbWHM2U3cuTWtJvPBfVSyYHFsaUVyLHriVBHwYN,2026-02-19 0:44:15,951,5,2771.49,2645.17,6.779988,338447.31,338447.31,21.98,"Pump.fun, bonkers"
dtrzJPj7yDdvm6eRqBAgxsK2sMJeD9HhBEBB3XMedXy,386437.72,santahat,HacHT8s1vGNGf1kwZCUNufvZM9cQvLE6rknrRUx2rJj3,2026-03-22 2:46:36,943,5,2840.67,2530.55,151.757518,144797.17,144763.34,13.57,"Pump.fun, letsbonk, pump_agent"
FaBGrHWjcJ8vKnbgUtsdpZjvF7YAAajtQTWmmEHiKtQr,8044618.974,Jellybean,412zDygnwP9DzitnQVgRKUFFTDmrYScFch6P2k39pump,2026-03-22 0:17:24,856,5,8104.04,2529.32,2165.915015,571432.4,571432.4,84.77,"Pump.fun, bonkers, letsbonk, pump_agent"
C4ARzqpvZ4gR3ta89H5Yz7UyPTpRm22BL5U91e5dHTSf,34536933.66,IKUN,AtortPA9SVbkKmdzu5zg4jxgkR4howvPshorA9jYbonk,2026-03-21 23:54:45,841,5,4766.01,2522.65,1.369798,369600.27,369600.41,26.67,"Pump.fun, bags, jup_studio, letsbonk, pump_agent"
He9mv9JgbjLaYWcq1UzcpxGHbZk5jySAL44hvwPvXE17,263475.08,BELLATOR,6ibUsmCHxwvu15GorhjTBmTfDbB8mAC92C6MBtrZaYq1,2026-03-21 17:24:25,830,5,2823.34,2525.04,0,16217.93,16589.53,11.07,"Pump.fun, letsbonk"
5FqUo9aBjsp7QeeyN6Vi2ZmF2fjS4H5EU7wnAQwPy17z,2113944.702,ALOKA,7gASrhXxE5u2oLASrAsZh3SAJrgSjKhb4qTe3FsqHTKb,2026-03-22 7:08:19,829,5,3103.02,2540.68,1.208673,609217.55,609217.55,59.29,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
5jzGvkv64wodTrTqzHmPTDJC1EqvvvAvh3EZAnxMsLoy,685660.7885,SOLCAT,84Y6h6XoaLAD1zxoQ2CDhcZYRpNsSBKsXULCnpjXpump,2026-02-16 6:49:13,821,5,2414.19,2414.46,430.769414,26717.51,26717.51,19.87,Pump.fun
F5Ue6NKAZwRqhHjRN3u6feLdEuuXqV2q6bhMuaB9w1Jk,1013485.92,Company,AWpiFo35mSrSXMbTrXbFsdqZb5LJR3Lb1ET5mMNvbonk,2026-03-21 19:24:06,813,5,2807.25,2617.44,2.024719,46658.5,46658.5,18.51,"Pump.fun, bonkers, letsbonk, pump_agent"
6ngkBx1mN6nVif5mH1PzMKXD3xto5NzLh4bdVAfsszvZ,198752.83,Crimefy,KwLPHFZXKmYwdmdE6TeUg5rAmUuJVNxJyKNVEiSpump,2026-03-20 11:12:02,812,5,3361.06,3528.62,43.653932,138536.28,138536.28,84.45,Pump.fun
CharmQwcPuoXmFgpWF8u8ULZJ6kvB8sPpgtkEwVitdZS,400456.1,🧃,FFFmEfBJ8hN3MW7UQZAvqEaDSqs1aejhSmqML9uUpump,2025-11-25 23:14:37,799,4,3909.14,3959.59,98.298658,2385.18,2385.17,14.3,"Pump.fun, letsbonk"
75GMVrr2xfgAeybuNg1VMHqFE3GTFJLzEHo6xC4MwUzF,387177.528,TAXLESS,DytHAWBim1qneP6gZxHniUS85Ty2yWXB1zf3oTNhXnnM,2026-03-20 20:22:33,797,4,2423.83,2524.58,150.913977,100092.13,100092.13,49.47,"Pump.fun, pump_agent, pump_mayhem"
7g44HEZ3W1LwM542pj5SGDBMFsmPifGmJgKoy5FcyQpN,277635.62,CLUELESS,EKapryJM6v2j9axmM5DDeJoUdw5q8hWr9YmjNnafbonk,2025-10-20 9:02:42,780,4,5920.75,6216.86,30.155678,118247.44,118247.44,76.48,"Pump.fun, letsbonk, ray_launchpad"
9wRuFPJZFviuHv9q4hsaxUUADDphX6oSjcMA3RuxTFRG,1791836.2,ROSCLAW,BVdMM5Fd7MxcTExnokXZzmCtiLvd2Es5zZQqRLNmrzSy,2026-03-22 1:39:16,773,4,2963.01,2532.34,722.949871,293470.67,293470.67,59.42,"Pump.fun, letsbonk, liquid, pump_agent"
FXTc3geaJqtcjcDGFUEyztU9SmBWLXgMSQ7Tc5s8LrLK,533567.21,Code,8pnWhXW1pWeFTFxTbxNb7eHRdHMxiKmkEZnwMVvabonk,2025-11-18 14:29:02,765,4,4035.84,3943.62,17.04616,292553.38,292553.38,80.82,"Pump.fun, letsbonk"
HHjTVadwjMLkN7U9PR3gYUuqeuFTUx8zHucVBhCYPKJu,457598.59,SURVIVED,6NjBoJGo78z53UDXz44rv3Z5Atbp8N7B9Qr3jQ6Jpump,2026-03-20 15:05:00,756,4,2569.49,2534.26,102.460154,129532.4,129618.97,40.67,"Pump.fun, bonkers, pump_agent"
ERiEvJG8SBYXV7nqZhcyWfd7mA9sZhSQ9771osscVS71,151069.01,Skeletor,Hf7P3o6kTFxGHtwXWduSrgkHSyFMcZgS5Nsy2q2Lpump,2025-12-23 13:38:24,743,4,3849.64,3873.45,23.208662,52098.28,52098.28,85.04,Pump.fun
Dwo2kj88YYhwcFJiybTjXezR9a6QjkMASz5xXD7kujXC,410140.98,Memes,CtN2k8YBUCaribQHWwEYJ6dEhAzSzGCyw4qyWhwWpump,2026-03-21 20:52:08,741,4,2682.28,2518.54,143.653341,127202.06,127204.09,37.18,"Pump.fun, bonkers, letsbonk, pump_agent"
C339tVfKsFR7sNxySSSDGzfNBYbJe1aTBFfJwTtPzNH1,203494.1832,Dwerklong,CRX2sctTcrdCTEiAjJRVRZHfaKCynpjbf711SFumpump,2025-12-04 12:40:00,730,4,4082.67,4013.51,40.709546,90820.14,90820.01,55.51,Pump.fun
2epb7KomGyLRUCjuYwvC2F8DqZiiCKT9EavdsRUBubge,197105.21,Conviction,J4diaCsManX54pWzDzBgEDFgvwduUdr5iJ7fhCHZpump,2025-11-21 21:43:44,691,4,3652.54,3618.75,45.163613,183323.24,183323.24,64.36,"Pump.fun, letsbonk"
48dsnB4Yf1VwRDPUWXUdVok8gqWkRxdjpBSHB5jd1jtW,61710.653,RoboPepe,6oLrTKh24ps1ZFpDf8kYd4hhNdznxbLJ31jt5QwQpump,2025-11-07 10:50:48,684,4,4684.05,4634.34,10.870798,22740.13,22740.13,44.85,Pump.fun
2b2N2p7xCS9ibDqxwYgXpDSTniJwwye7n93WYuzmr74s,3679994.282,PHDKitty,BDmd5acf2CyydhnH6vjrCrCEY1ixHzRRK9HToPiKPdcS,2026-03-22 0:04:31,683,4,2573.56,2521.03,1.680856,419752.91,419752.91,71.34,"Pump.fun, letsbonk, pump_agent, pump_mayhem"
MNhBbrscBPmeid54buiqSgyWa4D8PY6uKHoK2wJsTJN,2048896.1,Poly,5eMfXSYdssCpnu63WtPprjbbR5YBJmSEnZGRvtuppump,2026-01-28 19:03:20,668,4,4130.86,4210.67,586.144699,4690653.62,4686363.5,13.91,"Pump.fun, bags, letsbonk"
G1TyYBvobLkWLYMVUJKYWFeb8NhkUEsDZhYKbXaWL3uc,161015.1,ROGER,F98nvrzKRfF6QVnzzBH9qeyjsNAf7hmTGWqtf7jBDrNq,2025-12-01 18:29:25,666,4,3800.62,3861.52,62.336871,156532.29,156532.29,93.48,Pump.fun
4o3yQZU67exoMxoDEAg14o8EdJqUAy2pQysft14AeZRQ,3215141.135,Lovely,6n7omMjspnq44Ky6b4BhWPuNbXqcLJfYPaekv6Xpump,2026-03-22 1:27:56,657,4,2573.64,2534.33,0.237971,110673.79,110673.79,24.65,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
Bv21SsodFP1TddZq57ayzqR2aHVKzre7EzRsZxNKyyRY,30989.332,AGEM,9T5hvtDPDATn1tbHZq1WK1Svghe1i4XHKT6EKugtpump,2025-12-27 3:47:55,648,4,1475.11,0,0.27334,14073.07,14073.07,41.27,"Pump.fun, pump_mayhem"
HM7uWQup3QtgE95G9BnA8BYEDQumB5keiFHW5LwFngbS,195067,PEACE,6nymrn4MZx29s6xyChFZpt1Dyfm5V7uL6CiGpK9Upump,2026-03-22 7:13:17,644,4,2639.75,2636.42,60.223963,59225.11,59355.81,48.04,"Pump.fun, bonkers, letsbonk, pump_agent, pump_mayhem"
8HeDT75s5g4CtCimH5B5nySqCiQhtWii8UnZhxBtFo38,16833001,Lobstar,AVF9F4C4j8b1Kh4BmNHqybDaHgnZpJ7W7yLvL7hUpump,2026-03-21 16:27:45,637,4,56178.85,2511.99,2854.200162,1438735.22,1438731.08,88.26,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
G82qWMUkV1edSy2vTFyLwafEtKkXVMnupxExCQFDR81A,177418.16,pumpers,2B9ECvKCBSsYWJeHmpT3TierzX5d4dVWh3gsfrWHpump,2025-10-09 15:19:54,631,4,5941.12,6190.88,26.697917,106731.49,106731.49,56.77,"Pump.fun, letsbonk"
CQ5cyz7uirxhYWuxaVLGaj33pkEKJEEj6zGnpq8jVr5d,1502837.953,meowl,3PNGsjuTjQmHPcyuuvPof7JA3E3PWeVnsfXqBod6LBjX,2025-12-31 3:38:39,627,3,3929.57,3826.2,4.430969,345079.96,345079.96,28.71,"Pump.fun, letsbonk"
HiSo5kykqDPs3EG14Fk9QY4B5RvkuEs8oJTiqPX3EDAn,1005385.138,CL1,8Upn5PyPivLhpVP7DKCP4uYXdcNxdd34jz3P9Zdbpump,2026-03-22 7:22:18,612,3,5017.76,2489.92,811.957776,305297.21,305297.1,93.5,"Pump.fun, bonkers, letsbonk, pump_agent"
AmNMqM5VbPwtG14gLBdtrqZpQrhSzavLkQPufS8CQ7LB,2506701.157,VDKH,9st8KZtyyjhkAwmR5vEosp6f2xjn2fMRJCdfaTyspump,2026-03-21 16:45:28,607,3,2583.89,2574.45,7.765678,211543.06,211543.06,47.63,"Pump.fun, bonkers, letsbonk, pump_agent"
