Account,Token Account,Quantity,Percentage
AgPuuUMfNHTdC1agKnaL1LXeDW54QbPMLyKNSfPS4vpb,63kChTWY4qybS8B6GR14qfXHH4JKeJAX48H5EF8HDeJ,10927.791560774,0.00
DbCXxv8uwpioeqgT3iPSpPs58m1Hve84JhDjkrK8YVka,4a2LFD97Fs4Erw3ynSHDaNaLndCceEcVFH9XW6H2i3bB,10917.43242286,0.00
G7vgMhoBjLxrAUsRBm9bYiVBMDazC1QKEjvazWuSAXBR,5bXzw6iohHduVpCCBomp4SbLTDnRFmXZNLfPdFEedjw4,10547.512904079,0.00
6WhtxPgWJewoxfYjHres5D1nJRhmcnHRTbufgnrZ8tRy,2tvmbN278WUCtwiLvoBsYgqs7n7BV6Eo9mcbjTPXhkiw,10489,0.00
CccLX8vQHW5dpeqvMJE9R3GTukiTZ3iiyBeFeboDy4DB,6VQAexH4TqiJcNhwpep8Yd8XSW7SzB3m37L5ynNRf1Sd,10440.556326136,0.00
CGUCGS9Ck31NeHyM5mLLfr8J39VS6Cquy4awiCmLVBGY,5ypJJPpbFXDWtggVZWZYf3CrQJccxpgZxjmZgS52sdLJ,10385.063077921,0.00
9gUoNGeBAdwRjPoM51fNyuBdgYM8W7cyFGRNZyHoWTJL,ELFtUj5Hme6mXxJMurWz5HXPytQ8TztruPaqaHrwENnH,10133.136284987,0.00
6FoTJfbkHtYjtZaFcLdFKbFmt7tRaPmiGfAo9Uwh879J,8ErLzMoPPHK2jFHeYvJrDBifYSL6A2LkxW7wCK2iwrwt,10011.735289187,0.00
CuDLjsSg18486G4L6BpzmuexgV4Ki1VNzosd6uAh3kGc,HZ6PjgLEXacgaZjXQUD7G3RNBAmpc6Mo9ve6RcwodrNa,10000,0.00
GN2CmNpNcnDteTmUb95EWBwiU5A8inH9V3owrG7hP8PF,CZfXfjLZezhkGEU3tPtrMzyDTU3Y6DT8WiExWACdXMLU,9870.262320605,0.00
EHGvCN2NQXzsY1UMf3cnzGAiQuR2WXdeobuQsvCQXiej,sExmu2AZ3QUba4sJrF454jVLH6uMFf8XFGyqkE2dvqw,9347.664482537,0.00
Au8FgAgG9r3mAqP73263mVFNbuZXtj1HD3LoAmVjKjfw,2CGCTyS6Y3VERXzbz9scy8H1TjPoyvVyTJxY9YWPBAzH,9178,0.00
projjosVCPQH49d5em7VYS7fJZzaqKixqKtus7yk416,4gGk9GXKWz2vPFW2PRvzL6xzrVgDqmpQ2cAMeACFqP3N,9157.10228961,0.00
27MGCUMnymnZPXCFp5tuQwt2RivPKrp5A2TFGbRHoKD6,4WqL14UowKhy7u7N9vMLbXmftczVMTnWPT1FnR2dLECH,8887.876545993,0.00
3cHRcBKWbJeL2qyjgQ8wdSYxmRYW1ZyC2nVqTakAj57G,ATXMoesUjX15Vj3KJ5wkEmKQQzViENxNdcNxhxC1YHeR,8837.29876647,0.00
EHUwFX9uj8dviVLNt1NraTjdeBUMcQtEwjDjPwwsokrZ,BGqPzE1mXV1NeC8eAm3vKfbbnJ7NbPy38SyDTAbCUYnt,8710.450694569,0.00
BrsfuxC88ikvn1sgbc1FpNXyEMQWTKt1Pu5kZppUK2TA,3BXY7StQuhCHHgnFYwAcPrPoMrayxt8PZskcnhmzQc6B,8590.410728026,0.00
9hLdAgKdNwnQGEoemF6EvVGa5Yr8w4fC71YS977WnZUi,CMsH7o5wpZcKU1SDicrTutNuHigLXjZESDt2CNTda2Ny,8564.574506742,0.00
E2LwvYM3MoEmjt4DRV3oA1qzNStSJEjBa5NjeaSDATYA,DrWKnG1Q2eiypPdtJiFvrF6vt6L8usDhy3h4tYBZts4y,8521.220030913,0.00
397CWXv7nAgi7MBDesNANUFUu99LkU6TVZozR5k5huQN,DgvdDnK3isek9b59vowgQMpCUyiwaC4GRxpVHpFmUjtB,8517.886132541,0.00
4ASuv6Qe9umCBYrPR68nUJ2DJMGLmFyorg7o5AjrWCcZ,8m9fu4U3sazzZqxdQn9FMurYWcT191fJAxAbbMSrXc1T,8452.713793769,0.00
ChEfL4muHFBKN1Ub5saCeS3LcXhSJHyC4ct3MXsL71G4,5zPvaiLzGpMqY8SGJh6k1tU95Lf9sgqFrTCBbxgMowdB,8441.260899185,0.00
7wn81hKDJFwCnigLTYzTcbD7jxJ8bdznez11Tj5NZSU8,DzLyR43xP2NubFVxhLcX6XjC4dgz8WvpkJWs1rvawr2F,8205.122769942,0.00
6D7kAXjHEPFwSsiH5EhKD33X5dfNQ5UKc988PSZsmcGD,3rytYWSYRakUzVETiMqYosf8boaAWfVqB8hW8xX3gtvU,8044.37753091,0.00
2NjQrFmLy9BwCaUgrjcTFb2z3XooQ1vrM5yuYHrgn5JA,Nac4eLuNNJqZDCcUsv7QdeX9g3pwjSffFDLJodpUtBw,8043.395171145,0.00
FLgebD8ZnvY4E5dxLtB9xwHWaMuNA34W6KcEEbv6cSHp,HqWGQ7PniiLD8QoJztYYhafcL1kfsqRfaks2hJZ2S2X4,8034.411384367,0.00
DK6MxhNvo6vvwFNhbsPtyKE3na4pkMyq8CYttQjUxFJ5,5UXB4T1mUdrNJ2tfu1hVGRG6v7ncykLBVw8WceSbXpPq,7733.314177005,0.00
CsisvMkatbExbbAmKPh24Vaf3qgSrvBGEmUBK88vDNGR,CKrp2dN7ojbBggMtSkFDh5wFFKPbibsX6YE8tHDUHyAe,7644.478448379,0.00
H7aSBQSQDxTEkeovQLiK2vvCoUhg2aZszuq5arY2g353,EgtRp4xUumD9bLtP2TL4HTiYYv96yR9tuN3sDKTAxksw,7597.209012966,0.00
CY3fYqbfkcbaTq3DvKaQUqmn4b7EPoGtT4K9tHTz2oHf,3fHhXicUUL8HJ1gWGaY74N5iFq7SbTRKa4fQ6oTr346z,7348.914415194,0.00
FvM5zvQJQZ8QK5tMcMCc6GtELqz5TqNCSmPiHUfNWNXf,6jPWtAguNTbGAK5cRgNddAXkhoa3XnkZkq1EHsMM1iJ2,7102.575707857,0.00
Hc5hygy2sifFSiQ1v6PZG5ieuCsHjVHxLCWpnUu894z6,Fbw1jcsPt6FvmuLq9ETDb3M5hiHy9hLwhAcbkHyra4fc,6864.506755676,0.00
5DwynVV18mjKYE3dwWPUnaDQ94SMEqo4HPmqwYiKXxSL,2mbPVdVbt1p33XLNAk6kwsaCCnMjgKpvvHXWw8j11guU,6785.688631818,0.00
BmhemBfS2xUsSbBQ1cgkpbeR4Z7JdkxnNbePPRz6TXLF,6dsxRgxJ9uSmjL4jp8Y9nKSUaRNqfHqDKD2Kjps6xaYd,6592.805627016,0.00
GEdta7yRsmwifvLb5Cci3gVYH9qFEvjUcFqZpFmbobDL,6erQYUE11QLb4cZneq3mvHV3FAakUHAxpG2QCW1Lif5r,6500,0.00
8VjxPgBp4px8b9qqfZ5ZHzqubMUK6QAWsqHmku4MBMQW,31QYrwGcEXdv7p9bkpsjevuBK5PdbswcDgLAovghufDF,6337.435658025,0.00
2r9guXB6NnC72vDBVyvvKZXrzbc9a8V22MfJZA15KqLP,jJfP1Z24iLsJds1gmSPZkutY9xJ5nj3MaNtcToTWrih,6322.986021128,0.00
E3V4dcf2fUkVRf11ds44ke94BkFMjq6ixiHkXsRpfeEo,yRfyLRhCQEsGwctH2Pwoa3NGjVS5PKrCy5zzauB1Yb9,6256.149363788,0.00
2nkh54qQcePas1h7QwjentpjtW7mTsCWoXsL9SNjhavH,2Ut4zMSZtXZ45aQUCoRPYHc9hNNFAwtoJ1rNhnBM6dTm,6235.965208436,0.00
EG5Jj45ZyoEuuPmPPUFzYs9cF4sXmf9kWXCDG2VbTJBA,HayZ39JirHinAh6tG5E1BAiaMtrtBSQ1X9gBrL5eXz83,6100.50268538,0.00
CzGw7MuKKUaGfFfawGDVoLPcaiG4F3UZhZ2EahLH4xaA,5eXKAKxYLWG9f2oH8yDUdpbiD5AfBu6XeuHgqG1JchfR,6026.514754547,0.00
2GUrvZYR4hYjy8HEAF2mMPtGTtvuFhWzzb8Vj7akxHtS,6wChVK54iyovDJ35v3dSc8x5k4dLcvJSAbsEF4U5vukM,5744.339037772,0.00
6BpquAnxzWCEDP34PUCs8Weac4FgTVfULdx3CL21rZUj,BtkuuYChAm2qfrmcTG5qtKXueRqoBEAMLRPFUYfsJraf,5579.996115016,0.00
HNpqf5wPVWJNYfZbUuo7cUozpUfjzMP4xCsakUxciSTf,BLSNppKPiZQMneirpvo34oTp5zPnFuE7izTgkLtcep1o,5542.369219804,0.00
8PD4MWFzZ197C1pd6UJQw2P9Q5KnA8mYo8TXm8q98xDE,44DqBP3N9YsNfKNxt7H9sTyjqryZj2FSMWp6yip2qU7m,5505.396249987,0.00
AmXhSPG5B7KSTPD9idRrut9zaokLE4jjoLWgrX3AJuMf,2LZZkvxU6fXk4jfSjfrYSXQWus7EJ8FXeF9VXXjUNk6J,5470.004896125,0.00
99YWsEuwdkDkvRHPeczPCjD1swVWPj81inUxfnD5J28S,7FhGrYQKo1oYryzpXxxcsgGwWgj7fmjfmw4ip62KmEmR,5364.217477733,0.00
makmpWHr83L288ZtH4EyHdtZE2CU6LXT7KthtjbUp2j,46K7wx2S11g7FtPR37wEo4igENtPoUXzzzWYbHAxRMcC,5345.719754835,0.00
FQTHv499G2xSKRvvpNB1t37os1xLnWaWGia6qQJWH53N,HQmZq9ePmhMXg53V8DMgA7tFpBHZuXzWvAdih7X1MSEB,5294.395731067,0.00
5y5Peuhq2FvYCC4WLVKM6tirDSRJ4KHa4oACaFb6Xp3d,HEWatkpJeQCsno4G1RLrNh1znkE862U3CgENh5PYRrvk,5189.626715867,0.00
GFSNg1mjoLSgiVnr9csrmNRGZfQfBsBhXHoYZLDhxZgF,AvAzaLHejnVKZGEyKfqYNMeQvbKNbx1D6nQ6g6tJf7dZ,5000,0.00
49VeLX2AxMb1bgM9qoS3SpWWMMy4Au1zM1KjmfHE7Z6g,957r35S8wgtK5PZXxZFKFhX8fjvjWECpDq3aezseAaCZ,4974.078317816,0.00
BJqSvX1VsW7EcMXPZ8VW4a4fx7QRYKLgDjfTCfecb8Jm,GeMAjGJXNbHzZFuUHb8qezqBn1jwWdFGGZgsEHxsfHZT,4949.197754088,0.00
DTrsZXScKroUuSe6ZPe6sfmQ7qaDxocXP8q4qQan9Q98,DarxiS7whkx8Q3EL2KP7QVih3KNs5TAqJqwntEyv5mJD,4919.993018564,0.00
2uHF5uRa5mgQFgazTiH5vtjzSQJiz6au5CCrmxv2XUi1,DBM8RLB3sSrhxBc2wgvQS9eSyySdAGJCF6vQTpofThWC,4891.60935515,0.00
DCX2115afuJEtMgc4QzfNiaMJimecvjn2MngQ4M3t8kD,8tX1QHasZYiRGSUxLzmiyNqs7iCY9wVDvhPrkn72X37V,4851.688493046,0.00
5C2aYK3XecerH79SF3FkBpi2SyptC5xJ6mBhZazSC7Zr,9LVjFLsezxCsSdLu8xakhX9ZLMGYbgx9gAQ5RJtyKtsa,4816.260069111,0.00
BQ63VDx9D4bCrynwpxCQB59rJ615cvQkHib1a6K9bNar,5MKoLi8PEkB9PPHhGwkVEfxuzNvR6oUX4Eu5QQ326ytN,4747.13611062,0.00
HHEt1U8r7vQsaE78WL6frmbLC9osEr7x5oqikv1NNiR3,136boep2MsgkmvMmJa6HVnZUMfwwAf5TkKt8zun7h8Sy,4703.460176222,0.00
HY1srjWNQ8USYkd48JZXqEG6GbY2cdnYzfhEvgATSWqH,HRfRF6AeN7SuhMxAL4fFfCL8nbqDt87XQvRSjkqSzTLA,4647.225460264,0.00
6oJ4U3xCTdCFasudnj6MxHeAcYxvfP9fdLuFBkUfxBC9,BQfpZcioJPgGzj6qqg5czmZHJhJTQzH7XtTrwZ69vd5C,4636.447656359,0.00
2rbMgYvzAb3xDk6vXrzKkY3VwsmyDZsJTkvB3JJYsRzA,F9jzWVFz5rvFgYicc1Jg1CdAZheBd3wSorUwQHb6Mnes,4627.105495702,0.00
EFZbvJa67GqJudEjHGSQgr8S17NnQG3umzGWxJjxgzF2,4e7vB1CfVgMFx19sKuxHmasAZGjt5AdBoabRpHWAUvgh,4598.447619706,0.00
H1e1ZmQuw1KHCVH5EAwFdsRkFjZ3bMZLa5VcQWtwdNxr,87YPZ1CLvKeQRcPzK8S8kLf4GzGA3SXbUpgz5u8RxYH6,4432.270940753,0.00
FmzrTcBQS2q8gsr5GLdTPKn1cJYUwHyFeKRW6LkzPaeA,2K83RPhJRXLkxr88uDKkYmik2d28Q4FntQejmUadFSoo,4400.551812409,0.00
FqYgBAduxyjiyD8vf76Dvr1wED1fA12ePUAUqrtFgGag,J2xKuwjbsgvCzkXFv4R8bkUBdckktmjC1eYRsMZFwj6K,4351.560098289,0.00
FW78PKponACx3rFmu3hJL3mQTMxscNxDSYrWhxaKbMWt,8h4BrZrBquwMXwuULj4KJ8inCpKTtF7HQGL3JGxTWy55,4303.290721689,0.00
G4r8rSpvKvYa3ELGuic68DHWSEczTEq1VgiGnCVJJyin,5tQWi6NUaTNAiimneo9GJrssPtpjs9JUEeTJkw7XZUjz,4237.181035096,0.00
CruMpfWnqNvet2hZ33S9txtxYM2vdrmY8sSksNdGi9uK,8xZuN17i2EU6KqQpNcFcLgbF4yr2Myy8dZo6enmSTXdE,4187.74818534,0.00
6RxjnNoqKyp58zokbB9i7VzdjuKz9NXJ9ZFwAscAVdKs,71eDjSkQ7hwDQRZTzRF649G829tNouiRwFwPD1TDJQBB,4149.787076884,0.00
E7FHeok1tEwBFmZBANMy3Hncu7RL21PceZ5NxXvpghhL,7YQLHpPwh1XD6WXW7nhLYzgQQcrdWcFkWqtf3PJGx58T,4106.902998864,0.00
F1i2xejKjAo4oivyRPCpMTzi38C6mQSL1hAe4dmA4EnK,CKXDKHwmyHiW7dWoyKQgii8ppB8JQQUT2CsGWnoBuTDF,3950.200012866,0.00
3HmcXuJAiyyDmmtRN3BzPy3Qc1mCxQvQtc77DNVnTaxi,DFKBjDdYoYdYxWPaNHTLdvhGcWQUEd8W2ERxZD8jHxwu,3861.406298364,0.00
E2rotGnMVGa7ANZkJAwW5ZL9EqWrDKJioaFkGXdSYDuC,CbHk3afpUQHdz3okaSuwQ4k8q2wRf5dGZt59cNjVpRSJ,3737.755364632,0.00
9TN2vu5JZimnCE8EcChvGwDRph6yUEeXUE1Q3XW6nY9H,CZv9bu8qg9nA8yKQLvTwZahN4r3ZCTgxReXYWBG7u6Qi,3611.170015364,0.00
8gbNFMGxkwtJ5ZpdGWFeDha4Vwv5qG3tsbSGM8Sxujqf,85Hp2w7sHSANoosxCwVyPPsUYV8AYpXzzJ4wNM1xjsKK,3332.628347048,0.00
HWbAZdGAPijkMqBUyoes8spNdu29nzhxByfFAVLzEXtU,AgG1qAqv3HdkhMEVpQjbrhWN8cx4cBWmztPEfFDYxQ2d,3283.13805394,0.00
7XdTEGniUyzVwE2dfZLxEnesGbhFFw5jo2kvr8tBvH4S,6yVKxGgU9qKjFfzzSLcD8YvUAjAarPtU3KfYWJJWr7wJ,3190.738714363,0.00
5vwQiye6NZuXzpRkk4AcfvjnUFd9gGBRHsHxLKujfPqu,4vSsiYn6btj3voSeH1Xs5JQSuduvp2CnEkPrCPVqNszz,3102.175596746,0.00
85d8fXWdsLz1Tf1jxsyJXqRSxt3B19MvKPUux1zZwPMw,Ao3WrRKkKVWAabL5x8w3XN3SGY6cjnZy4DAVqJYCGLGT,3075.471694336,0.00
55ZGWHpH8Bikpp8ASRvbH3nXXsyrAFipeBFQcveNyiby,B5fgAYAoE3s7GqS9NoTH5iz5Q2GhsRV7bfrx2CJ2TY2D,3057.749360462,0.00
BiwSMgt6rGXGnPN2X7F8UQ98LC2u2mkZzrhQFLEeGKCE,GZKipT2yiVyXmoGyr7VG7eZ8qaYaRSyCZpPiiVctrbWA,2905.89203949,0.00
5n9L1DUuH1ozoDap6PTioiGpKL2xnypj4ZHQrckrJkqz,8567KrM3rwY3vDMwTXeypR777YgNBmacRtLfGd2piYaV,2878.710385769,0.00
8VfPiyWbLQZH9DnWntfDL3BuqBvoVGTMr2SvaQMxS8zG,7nKVLMYZyJM8wzTstupKyvNyxb7SJJFx5tE8Ba1G1mEC,2767.130873937,0.00
EFJS5itc2312eGJPyPukw7VoCC9xDLxZsTRp4vzKQYyJ,7L19GsbFk9pDT9s8Z3F8JnRHAcK2rjUFkvN6CsjHCRwZ,2739.156671803,0.00
Bw1Gq41BXLi9YRDVeQbQzdwwpid9ZTVPt221swCk37zh,5epNWEnGjb1VRx7Apw5NNkp2nAvLcByyAaJS95ovPZUB,2686.087985689,0.00
BcQRAapwbMa2P7RMDwodwWyUgJkViUGn4AXW2TQJz18y,9ctHXsrSQ7C7WgdhRZE9br1jpzVhq4irUJAb6ZgkMM9b,2651.799128138,0.00
7Hg9eEuxoqsmn7ycGx5aG14QPjTzr3jbtLagdgYgcqQT,BZsrfdHnxmFahR5DbnSJScMFBe1pUjSKywnrmUNSHxSD,2575.73288835,0.00
EFHoz9Z6Q44m6xZdkNM2qDMdwuCtGbpPiug9w6HP6q73,C59hp1GsFcQqguc8q4gubE8W3hRfaAnXW1dMP7v8YHSS,2569.420833663,0.00
5uN3LwmEc73FmuMRaXCAvUse4vEkLXEHo9f1ZhZcCvbx,EMZoYpNbTtT3D8fkTLH37XiKFQYfm9ZW3G2pcCPRkYT6,2552.175018804,0.00
GePGXFmStJ8KGZSVZtobCAYsWoCeAbX8BjrxkprtFeyd,CgpbXRhiav5usSzXz5xVmMSFSQXJYJgpGMFooC3QqeN6,2518.299287916,0.00
9VBp9PxCAyfeANY7exzvRz8Rr678mMSq516dDzvitkoh,2p9bM3rhyUthote2wzoqenc4rfS8fzCQJinZsoN9TREb,2488.718837943,0.00
EzEipXq14ZwLSdm2W7dGWP8vFTjfttzhRVxDbXjZ6vNe,CjgNdJX3dv5WiHobbnLnEpNzVMmpNWUcALZPDNCmYC5C,2470.451657266,0.00
DeJLnkq7paswC1TaWc3ke43pM6njmz84bbpMZNfaJQL7,8nL1DcYd66E7d54Bf2KtV9zqVZgqfotdVJwvj22JhcXy,2380.246272722,0.00
CoKEdbzZg9HR4ZwreXXGhhXF6XXv5MRTbob6JeLGKfyW,27n7vv5VbZj9GJhduDVhcEk5o8GGYv28KCBbweEEU8b3,2359.10632838,0.00
C6MQLGMMV8aq7Vp9YZpRf1ukENcrzr3T7AhUnudEWwyA,65tAd8E6MwJoa6of5LSJgBHhn7aaREjDQ8o152oNAEUT,2325.651366388,0.00
2Qw9hsFeR9EEc3zSH2szGZTsyncDfH1TaqDwkFo3vyvU,HbJjRcLZ2AP68TuJmSNwb52enx61HVKmZ9UZc3c5DDfd,2324.304198921,0.00
D9GYt4W7VvteKCSvTgyjzuiBJyTy94Kmr6YiC9fbxGjW,DC3iNghU9ZguSgF6XTLYfTS82xWAT9VumLejsUD82Jy5,2309.781362026,0.00
GJiK7XLDvos3GdKtFRQbeQpTiUifXaDzxwLw3J1pBEyg,3iuLKQhpHw41pchpn3mNgnRQ1ieQSpeo3h8n6UCQGrAR,2298.844786005,0.00
5a2tTVw4hrZB64bF2tS9C7t1US8QhepKESGFcv5RbLkD,E13VcoBwKJK7oPT6iihd4qWkMvDujdRgpieAsnrV7Kcs,2000,0.00
8tBC6xyyuYFNVTE2Wdt9sPW7qMmMLbdCUh4A4siW4UCr,5AoNNrN3aPTo2w1oRViYWvd6CxPChT9weUsFoTan9ZCM,1966.749607841,0.00
EvVA6MawUNT2ikYT9ceMo14oXHxZKs9jVetaan1iGxLn,BxzcPa2N75gwptpTTAbo4WGb5t661KaQATannhmjf67E,1909.602479789,0.00
pSwTTFE92RsRtvMCpb3mjruv5ww2KgBNVPscwdWwbxk,HCRfDbiodjeezBJzREiE6jBNYQAne1vLa2gw5jEaacCP,1893.534480659,0.00
38H72xjURsFqGwAwjBt2Hz3WBos8Up2o9HPv8MMdfLTc,C9m5wifcZUg6RNCYYpgPsBrdrV3xXDRLVCoHTDoVF43j,1748.570531907,0.00
9dC8RHCYjvsj21ov77gxf1PrtzDy8stZQ21wcUQX8REZ,eysyqGm4jFSNQSZFvZdoiwx9BLgGJaPBhCxqKLKNWBH,1748.143878934,0.00
71DHc4JLRR7g6SgdxahLMSNctdFNgNcRDc4vYaepWSKu,4SwZt9PGYT9hMWQSiLhGQ6HKYieY9pQnsLRxhoEgXnsX,1702.365018781,0.00
45abtM4LVpQMvBpVENAhFGZWNKugLv6gKAZKKJif14Ua,7ezSJnagtQtwfYvw5ksr3iAxqDJwaLmbUZHKQnws23mK,1696.761008079,0.00
GE1WRPjM72TNY8ZWJQ2mi4qtDquFAz8R3TxDAeoci4G3,2BrQWESrNZA7VTRHW1jqo85XrMccYMDK8RTK14kjdYgC,1691,0.00
HHDKTw3jC8xiXTHGaPJxHhUuEszAYsw3eQ3aXu4f3KgH,Cwmknyy4w3LWJ8jLoqvv9vUxsJHFkpTyCGKLpQiHdoau,1651.8142229,0.00
6F5mFmjLAc7qpqvs79d3K1hGgLxRd3vx5e9eSttFm1y8,8JVjFnmz22qaFcMUDT9TqchZivPjwHzfc4CsS7HpB3Si,1635.857327994,0.00
84dhe1urhu7u2yN8us1kwM4Q11MSC2ZKGA4j9PJi8UG4,EkGX4scRVkVmx2PHSJ3i4v9T7Le2jWJ2b5jddBq4Wzid,1620.734386181,0.00
C54qLTQHU2KV1JiNKfj75ZH23PZRNmR3dTi9mJf9tUhY,8MLN3y998HRW7DMTVR9uR1xEw7VRYhLM9vUSADi8aZRd,1553.331867328,0.00
9hV8jBC6ACuhSChpzJvhp31tv97uuwzXGs174wDndAev,71Km2uf2dkjB6NUw67a1mMWkRGnrZNKXni3tERP9pZZx,1528.470467139,0.00
FKGaBrhmcdCZZ5mdJzJXJP3BKRiZt2Kbsgwymk2HJjZK,FBrGkrdrUp9rJxVi5C8j8ZFNPSTM6nRk5XZ57UmUvVsB,1520.794761284,0.00
Aa1XgY8s3NqxMqFmW41JSf8gd4atxfTk2XKZuRJQWjV4,4bFnT9LutK9yimg4yY7XXGQEF7abFqez1DUZgFYxzqQh,1401.865274918,0.00
8KrPgiPpwY4fLvWiwsDGy9uZvmJmdzyiqwVedn3XDzdn,42jSKCfkMzNKrv1D4QbbVwNLKuaneHB7PcR1HnCoaX9F,1373.439510399,0.00
5TwNti8tPdt4LpYifXyJASEuGCmvAVjBTj3EpGp57PRa,5J1SxAJsht9fpkoGxMUscDHLKyQr9SC4DNWzgcYQPtWr,1365.525220814,0.00
2Em3CbG9hGhPHCG7c5vwmTADvsmXfX5BYToDhz5GYP4X,2fU3mQRytjhaNm6zyiPdiZHv31swWZZgs3bZhT2mYfWE,1353.169521429,0.00
FSBkfLy8yFUvw4Ybr5DQJ9vNR4PnULB7QcPYXZZPzyDH,2vxNMbAyVuw4fqHQ7JWMivrNoTSkK95N6kiTqdJSeJ6v,1319.416023617,0.00
4QGwB22ftRC9Seh51J745czMeAa48M76WdR3WoLYcSrQ,AeyvzzjQuHLpPpcfZvgEyUjA3a3vA7EAt5meExLA3mGy,1302.531667596,0.00
HDuhdhCuYEwuwY6paPXKJ8sfEfoMEQ1zEHgAA63ZgXPr,9i1qotP9HpSMAWvMw2hq2uhdob2ftaoYyDSvKRcUbDRw,1292.967383823,0.00
EN4WA5j7dHgcWpPpo8FjxHYzy6wPBBG8ZJrKZneni8zZ,6HESFfS1Q6gxxkg1jZi2a7552xQkT6bnXymvU5NmWJTu,1273.464397281,0.00
J85hPLgp2JaQ2u6jPTP5BKF14heAAvMgf9bqpoiskEoL,5no9YWwCtvvRnWB7JWuSsEXKF3zgCmhEvDnJ4BWQyRPu,1258.966906731,0.00
4xGdPuG63ayKDxgPz6NuA1bmd8QhQYSuhQagVF9kxHGL,EqVTnsMyDVKdXrbs8qKPtrsHxykuMTpysiECVzxaLoiX,1249.170029586,0.00
B8JoKWKbJnirfXamcuAqzSQwBSy4JWmh7W3bWC1tGXiM,4dbZdfeCgs4MQUA3xiSVxkTRMj2HkZyJyz7DnhHNxqTM,1241.088767791,0.00
CBUr5BEKwDjoY1kYt9kpiffFAUYPrwoHuoCSSC2S3479,FpJUmHUYU9ieZmpzB6Hayc4B54RiLFEyqM56NWrRkvfE,1211.134226299,0.00
2Y4gb9JuBaiVUsr3aNGkV9T7V3UHMDD5MgYkW3exCoWA,FB5m1mxrXdDjxnvAf5KFdEfrG2XNERgdrASYzdFURZGy,1209.697407623,0.00
CS4UYi21ummGDZM4nGirGEpZyafQudoN1Cg7ub7k3PSY,7aVbu2uzvTS8S6memJTodBpW6HAneJPdt9RJC9G5cb4T,1165.293789784,0.00
DpLfsXoeCtaQ34ZwWHhhdkAEFRWGYT8EreAQohHVnEjy,6PJuqNgpV1RbWSaxBCu2NUS8n4FYP3oejPHPR1xWPLLq,1163.023597969,0.00
E446BzmhwxBCfGqCQgyxFWnPmYqExfgxKbwWLGuZ9DKq,4gLMYrC9a9EGZr2Z3e4qkbdBwJRAeCQErhYrDhnfNdLQ,1154.94057839,0.00
5gGUBHEG8NaZMc1NgfnFMfvUrMtTjsmwrd2SkrBPXhvb,J6RaoEVUNaJScK8xurBoKX8AsXhvkrCckG14u6Cg9GfC,1152.43108541,0.00
8EU4RxQiwRdUyFenmKV79K9aenZQrnqWGD97DPPcqMLB,f4y5vBvTokGuqmK3FQAHeDp9QJSUSyEypjCinfDgVTS,1072.615498522,0.00
9KXopVYKSE9rUmnWYuZwZE8iVreXjGgM9UEYaUYwYreu,BFguDrQWjYCmY9pXvijYZYoCKCcTh6VSktur26VnZpFu,1059.36589607,0.00
C5nTRmM3E4esjCYrtokh2XDkDmZQG7rX2jfT6QsDwSEj,AkYXgMRDRwHZZFKBKTzWN1oiubScYr6SMnVmM3FhgetA,1013.768775843,0.00
5Kq4eEYHjzW74YaNeA2nnW2V4FtKAk43BbW5EQYBXeyo,GgSGTjurgTAyCpcsDykwVquTsSEvYrpdDFaEHhAtCfzG,1000,0.00
qJgp5foEHKSnpYcgvTK5cYKRBNNWbArfgj2P2pZnGZB,LJMPnayTgnFH5WfHothe1PWfZRxdpZZnRp2m53v7eWk,925.501714362,0.00
HLR9nXhiHwoWNuCrWnPTPqi5DcraE6pLqg6wgUJQ769X,DLL2nfgYYuV11s1u2WbMiEg99uktWq9TYSWxC7oPm4aF,896.661485714,0.00
FPLKnDk7Wp23JNqHHTAWkV76Dzq8R55aRkUuQofCs6GV,5U8hKEz91XY9CRLP95T9uRLkUzdHnwfFFceMdxnQThcZ,871.551445266,0.00
HrSgymNY4jCFCcQe5woQW46ekD9iKei6iDFxLmJBPcyd,6ieJq9AvpxjisYvDAWYw4u7o3snA4VUbfoiB6LYFbofb,866.541830134,0.00
FvsBnatPqmefLzzoTkJ6JdKCAyZwFjXSJR5ukSt79tQg,GEGJXMt8YgxJEtjP6KcFMBwrV6PSLUBDWEpkiotdNXkb,853.990459055,0.00
HXXgSxn96fSrKbUFk28n62y798hw3p2F88AzAVawquVL,AMVztK84nGhXhxPHPTtFRHUG4gwd8vGorXU1LG4ySpDw,853.785917932,0.00
6J1R2YygZoTDF5qeFhuUAWtjqGVTpLte5VMKtST7HhXz,BufumxpSzu4T2LMjgB4DdSHXprZS1qhjfbGkWLjKaASi,849.255331569,0.00
2wms1Voxam4gJvZcNsgk6MKNAw78cxdtU4pACFgsUXiT,7RwvgQx2APCdcK7KZhYuVtL78uoUzPqZh5F9bPTRBqsa,847.419190135,0.00
9VThvAJazqHVYyJpQ5WjNFuunVN8aDZaSFbiK7kSXHWZ,GdMdxZTMV7LofEJbCJ3VmDK6gKbvm1chWBE1vXKSC86U,809.525466072,0.00
7uCYuvPbWQnogEhm2zEU9xG1q33As746PLkY1A39rqGC,HDSwbP24iDAdLnomperzLq32hYNmU2sr9fQstbscjdCt,793.097279764,0.00
